phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label
ef257a4a567b6bef91756629a483c4d066cfd7040848a289dd848172584d62f10431efb16968e3ffe995e4785626b7a8ca91e93357fa701956cc462c1008c86b,成都,新都分公司,1,105.9,120.04,115.9,127.49,117.8,207.09,116.3,116.3,1
8a199df9eebf53c60c12b159098c84d872ea7ff17154b908bf0a06d70c09f34711757612ff13470f5643b83df0112f87f90d205e4232816f98cd2ec762790444,,,2,1.4,1.1,1.2,1.2,1.0,1.0,1.0,5.5,1
de4017835c98da829d644b10e043c9762309019e060fecf93a10970c23b279c905d35b961522f504e9d7ca4de3dd270db01ee689a3da81ae7d234625c64b34dd,成都,简阳分公司,1,19.13,7.73,5.58,10.03,12.74,15.64,15.64,14.52,0
a4a4de71ea4d0adf7a2aafa95b59aedc2eefab36eb3c43bb79b1e7ac6fc90ccf070605d429d673431c57ba7c5bf47ed6aaa529181b2180eb0f5b4c75066bc5a9,成都,武侯分公司,5,,,,,677.5,162.57,19.0,19.0,1
4448d71e9d8fd058acc7ae8eb8ac2ef714a343526974fd5aa7c5a93e01f058d7389cd794326b74523d4fec7e2a58b2c0169548b5d0cf0a10ff955c3210300c22,成都,都江堰分公司,1,15.0,15.0,15.5,15.0,15.0,15.0,15.0,15.0,0
ca99327e3b2bde3848ece957217bda5a38477bbdc8c1a12137aafe74b659eaf963e495d2c100ebd29ff768252323ac692a3fbcf7459a87de41465faed392b915,绵阳,涪城分公司,3,10.0,12.6,12.9,10.8,10.53,11.6,10.2,17.8,0
62772fde943317da8a0e1d5be8936c0ea4b5971444c7dce35cd3986d1b16549069ee3b94c896dad4846eb48ec4500362dd2ad7097b7cca8d2cb0ecef5daf32aa,内江,隆昌县分公司,1,72.0,17.3,33.95,5.74,14.99,20.84,18.4,23.55,0
45900e2a0cd97ab368dbc27d1350151724fffaff0aa8244d4a6e06d445828b01813dceb6656427429bdc4056c0614edb0cc8d14a13a24f4f68627dc709b15ae5,南充,营山分公司,3,24.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ca3897ae2f5534386744c9cfcb61bebb634f19f0f1a3cdd049d2e8e0f3c4a6ed94cf8a4fd7c77da4fb8a71683a7355b7d78f59ac79e2c393a399498681a5cb7b,成都,青羊分公司,1,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,0
f465493ad15bca50b67c6a224f1b80d550325a8dfc42c171bc4ea185ba1ddaa0000548c80dc391f1bf9580914d4634f7b5d13d29568341d644253096547c5f78,南充,顺庆分公司,2,14.1,1.0,1.0,1.0,1.0,4.09,51.0,1.0,0
0d96ce90edf9e594fc6a30cd67ede5331ffbbb9f7e19b41c22ef276f989ff0b5a618225c4992d4edbd718f9e250517e51c991af75fa3c2d0fec4d02caa5558e3,成都,武侯分公司,2,59.0,59.4,68.5,69.5,69.0,69.0,69.0,69.0,0
da75e846cd40068b288a4ccc26680f389d8b8be00d0cf124c92d46a7a1dd8990af7d6307a6a723785df0d51cdc485ac780334e6321408e48a3e267829b27ab80,泸州,叙永分公司,1,58.1,58.0,58.0,64.0,64.65,66.08,64.0,64.0,0
30c2e104ad52c8826b5b14a81d7ed807849e2cd7d7032c5ac124eeefe133112c8f5508a9f6c95b363f7cff57c64e685c0df1c506b436da725d95e53e9be5a219,眉山,东坡区分公司,1,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0
5fcf964f577dda6ca5f91e32f206791bdc2717e4f1e78ae56bb4eb2dba8ae04bed77d3af44211b781de25b1e01026fbb0ebe023108cdc2395773d771c5b8625c,,,1,51.0,51.0,51.0,113.89,94.32,51.0,51.0,51.0,1
8024c405774125ff1f9cd464dab27bcbae33101520aafaedc2379244e44e92c4489c5554053a2203bb25274804043f9d4c43165693f333adeb205403894c6dd9,成都,新都分公司,1,84.0,84.0,84.0,88.14,84.0,84.0,84.0,84.0,0
0049e52e903f2e19f7688076b9b8ada314e80c4588e07ac7ea07f1c4cc2cea1e3563b6e82b9b634ec7c343443d8d06759b218b5d29a6e9362123b0c7c987f64e,,,1,19.0,19.0,19.0,19.0,19.0,19.0,83.29,86.61,1
b41ae196ac3824e13b7d57f5d683fdd40ca9e4d2e25f5948eb217c12ebdd1077023ebc8d434f41b5b73f461571c7bfbb57eff7b88f1dda7ccc56e43d73fe03bc,成都,邛崃分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2570f88e1e5129ec26acf158de58cc6dcdb4ab27519e5e7ec94a2e19dd08176fb474b301d8776148eff117ecca95c8d060b99984bb2020d93f2244921b8ac93a,遂宁,射洪分公司,1,4.53,3.96,3.88,5.06,3.88,5.6,3.97,5.42,0
4a3d3f2e64c42f945c458881c38c5049b6bb867b32963a7efdc53ed443848bef969c9310df88f0eba5c3735584e34e1e596bcacd10aa03ad5c7440520d652931,绵阳,江油分公司,3,234.09,229.8,228.92,235.58,234.58,235.94,237.52,237.74,0
60fcb4d19a9832801c8533a61df205a160737959a8f552aeefcaaa30762ed39314c3410d23c7eee8fb1aa0c974646ea0b29693d0e6cf9bc391677f6c940a34dc,,,1,,,,,,,,,1
e062488443a70354b5bfc7067993b444d684e33e4cdb673c0e55373140644936d1d2122b8426bd7b88fa6d78b16c31b804b59401614a1ecaff0dcaf6292d9442,,,1,,,,,,,,,1
75afd7a3a128afbfed74d1e5305a17015c150b7747ba99c430650ae13f5259c5aa97f5b19a599ec10f32f728b3ef705b6ea26cc32995415be5417398b7dd47f2,广安,武胜县分公司,1,61.6,61.0,62.0,61.0,62.5,70.5,61.0,61.0,1
65b1ce5dfef92a9c98621f233c562ab52622e3b64c9ba83f4dc91057cac0f3eb88b4ffc1229751c904d7fcf7278d27f6c22c326e52a630d73a43dcbbdb05af07,,,3,,,,,,,,,1
e2b33981da8323e4353265d36b21244f763429f4b3f2a66ddb103bc45328af968dc0ffddfd59293f042740183f5e5452da5d64a6ff9b4a21ea8f4135d2031ba1,,,3,,,,231.38,255.71,20.0,20.0,,1
4e3d9e87e74edf026a9861361071772c7c25c81d5e49286b2ea0ef9d2b1ccce391cf9d8e72d832c70b7b52411fc9d3a1e49461d70817b0e6cb61ebd2449894be,天府新区,天府直属部门,3,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0
7857880354f9a7972f3f7293c75fefd36c791d8e43dd8c97bea89a3db9d45dd996b3ba517e5591a06b829104cbcee1356e23b82e5f49abe51b82f089f6b5ac2a,成都,武侯分公司,1,9.1,9.0,9.2,9.0,9.0,9.0,9.0,9.0,0
7777b0c69b322dad5f52bae0b30addf783ee6a17677a28cab134acfd6f251bfb3d43992d0e1e5d743ac8a8f412575ca53f20021054368a747ac16d6d0450d217,内江,市中区分公司,1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0
8c7de1224832b180333b0720e356a02bbdc1b3fbfaa6d8043003982050cf66000aa2669f7867283b068e1668bb3700796dcfe7567f65b9996150f3a5c412c354,绵阳,涪城分公司,3,342.59,339.66,336.02,335.91,347.33,344.72,321.99,333.42,0
2ef60c57a00d0c2ffe579f463ed0d0bad6f09323690abb8b93f6dd19d2b037191aa50c7c6adcca38abde4c52f9275fbeffa053b04e069781b73eddf5d2110a29,广安,前锋区分公司,1,,,11.65,886.41,2.98,,,,1
a459457c0c28410b14286d09d3363b35b1bdddfd2e2db5959fa149bb6ccd6a460eba9144e38393ae2086754fe1d2792a7b75b4b354b82096aa74ac0119118ada,绵阳,三台分公司,1,143.85,130.59,165.69,164.14,190.99,199.4,100.6,117.55,0
c688b41d173e9e866ce7a949c6a4ce6bfd524e58bedab868fcac5eeefd81d83197d7ac125f068eb4d0c7cb60fdc5b947e8fc61ceb7f8a5504743ed87f57e4412,成都,金牛分公司,1,28.0,28.08,28.0,28.0,28.0,29.52,34.92,31.5,0
01f92bb7b4cdbffb1a04364b7c2b172d922c4574c46c628e6d21d3a5bd329a04284c27067c1c4b46076f752d200ab4ba2ae18b0d15319de19c83e3a31d1feddb,天府新区,天府直属部门,1,,,,18.46,497.96,,,,1
9ac44b0923d31bcf5c873102c09f3c0f0c76ff3439107bcf356bc5884f8784023ae6d9c29f7859ce093d58e58e6b99b377bf4cd72f876555708aafaf31ae669c,成都,都江堰分公司,2,72.0,72.0,72.2,72.0,72.0,72.0,72.0,72.0,0
1b8f993ec5b830752360fd7636ca27729d62e80ac065d916d9ee5fb17cdc6dd3f4738cfc03db1e358d8d9f7cd5c0ec0d5a2f4f25d502c63625948215bcfbc873,成都,新都分公司,1,62.0,62.0,62.0,62.0,62.0,62.3,62.1,62.1,0
767702083584fbe3897d9c4b0135617ccf69db6b0ad433a1d006e48795c142de8f1f5fffc2c0fd82da64426019872903935720e8396a7c443974ca9078f74b90,绵阳,北川分公司,2,,,,,,,,1.47,0
e580ac811ba105e6a7164a45562a8514f4a7d85f8655f3433d5851bf92f0dd280f843fccaf12a2d10e941c447d90059cc8109099cde636231f76dccbe8290cc1,,,2,27.04,36.86,32.29,53.37,44.07,53.78,54.21,81.62,1
ea1fec2a1a7beeba0fb45a4ab22329c2872cbfaf84c340902405db283588914a8e6a75b4dba57af6d64194d02cb4a545830acc87b333922b204b3f2bbbc50cac,成都,成华分公司,3,,,,,62.34,81.7,79.1,82.7,1
06c07c3f66743e506b706a358be3478e2c49aa038e479576c5f8c7b839f6b9ad4f1d52b0f85dcdd7f55579c773cf764388848ce5d7c4bd2d80dcbcf044fb2fb1,天府新区,直管区,1,64.84,82.63,83.17,83.95,49.0,49.0,49.0,49.0,1
d1949f643a21e1c201942a8bfce1556812baf71c9f1d9dde7676058618554035a70a38ab6aac9d4b6b0f0aa0c6ed340e4cf0c3796b466aa7f52e28844fa4ce0a,绵阳,游仙分公司,4,,,,,53.67,21.0,,,1
07941e07c3730f3c4bdddb778e9a8688846322c8791e909f8a2b138acf898f39a1508768a0585c46d6103dfbd7eef6045cf1f32c442fb1ea54668c4756c7229a,南充,阆中分公司,1,122.0,122.0,122.0,122.0,122.1,122.1,122.0,122.0,0
279ba8d190d1e7083564850c6a5ea204e493001681f71ee44c19d1bceefc2db5cc094f145b23b692b304973ad9e589256996f90a804908d85ef3e2cfe632df1b,成都,武侯分公司,2,64.73,53.9,53.9,53.9,53.19,49.45,39.0,39.1,0
8bc9156d6912f0ad47d373dcc29b97f381e3156e038847f03093322ee82c4d62c1b158f239518e14175f9c6d0cab6b071b1c0af79ad06679ab873f3b1e6e8a8c,德阳,广汉分公司,2,99.4,99.0,99.1,99.0,126.1,99.2,99.0,99.1,0
5a153276d1208ee0dcca7a84bc7126fbf363926bcc4f1e09cec80951cefa908dc5f8cfdd7b71b23d8afc2d46e47825f5c4def0c132b99df08301ef09378b346e,巴中,巴州区分公司,2,320.0,320.5,304.0,304.0,304.0,304.0,304.0,304.0,1
a54eabcd62f72ebd127ab3d165c165caa3d91f505356c417c5cefcdf70ce49cb659bafcbb8da350cbfb92d1280ebe310b2090c19d45900d55736ad1c81fd6229,成都,都江堰分公司,2,100.0,101.4,104.4,102.4,100.0,100.0,103.9,109.0,1
2785ff94c1fe5cad7b8c0d45b3c50439bcba81e8400e17e16d94b1ceb618f87176704dd282138359f7f18dfd83949f1308aa3244b0b412d443e1cf9dce7857c2,遂宁,大英分公司,2,,,,,12.19,17.2,17.1,17.5,1
09968931c95a78d7aff0dd7638590cf59b055ba9616c7b6f8a0bfa21154cab8d8ce8b2d6f4e5ec0f198695687da91797a31d8ee179da10085435011a4f07104a,成都,成华分公司,1,99.0,74.0,80.5,79.3,174.1,74.8,124.51,224.4,1
86be199f9cde5dc89d686ad91945047f095060ac419d5fc9fea35555eefac1c38dca8f25a5768182b062058dc9fab6c947f1d60ce5768cffe9131bf9f63ab529,成都,成华分公司,1,40.62,57.76,45.28,51.19,39.86,39.19,39.0,39.1,0
3925dbcd5aed8f64dfcd756a4e590556bcf0bc3aefba83b77756bfd57345b7a70c82a45f7cd2a9addabc580881313806466592269d0aad9055e296c2657363d1,天府新区,龙泉驿分公司,2,2.0,2.57,2.0,2.0,2.38,4.09,2.19,3.52,0
86e5000fefea65b67b0e964ee394eba6033501e883daeb12b2902cde4a3739db82caf6e9e5d0aa437fc1908ca13fd50628e05c5bf1b8e87941d6ec9ad4f39377,成都,锦江分公司,1,70.0,70.0,100.0,70.0,120.0,70.0,70.0,70.0,0
6ca86c3280f8f38aa6b25bb3039babb88faea1751f426090927566d3ff0043ff8ff2475e0acafe810f88fd0d32a2ee40ae673f2e3d15b23aa9a649e14d86799c,内江,资中县分公司,1,85.09,73.8,70.6,75.8,71.2,70.7,70.1,70.5,1
84fc8e6a352fadf10e01db47cbaab1e2d9ee8a1802c02c47a9c6d9dbbaae2ea8cd1dba88b03c6d7a0b37a240acb920d9b00ecbd2a1ce7b40ee9257d0f69d42ce,泸州,高新区分公司,4,1.68,1.32,1.32,1.31,1.32,1.36,1.32,1.32,0
15ccfca4d1d009e7eefd13285d97275ada0302ee70167260301a49128acb14ae69211caf31d45235d9f9defa167faee3334ac3848d0279a2830b0295d8e42ef4,乐山,夹江分公司,1,,,2.62,6.53,7.95,6.78,2.01,2.01,0
db027209edd5217ece0bfa3f4fc508625e3fe6867fa650c84e7c5d9f57a5b8d40e47237dc8bf6ce7622fa472ef5931db5729001fd10322810e9dce25d0bb3f8b,天府新区,天府直属部门,3,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0
d98317efc38977310b358972a9a126f80b4af8a30ca1fbee03d14fc3a65cf5fe346615404ec6a2379003bfd09a78544e3878659eac62a28b002cde7ea0c9c2be,凉山,西昌市分公司,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2350c6175ec7f31c331c3f9c019f4cd077d2b023ae1706382cd5069e03f0a8e91372ec12e9aac23510dff1234cb538c7bc0f53e53ebe2ca04f5474e106bfb9e3,成都,金堂分公司,1,20.0,26.1,31.0,31.0,31.0,31.0,32.14,31.95,0
670fe359601648ec35164a18580d7c72307e71c4c8f6dce951faffa1a070fca12e6a20551ea8225fdcf2cb4e2597cc40f445f7263676d2fa1e027bc1a8d391f4,成都,郫都分公司,5,,,,124.38,,,,,1
b11179012c7a52d67ab736aff6db026262cbb453a4bb549584769439cb739a80895570dbd6932eb384cb70be68f27dd703e67bb48940a2c11a341f1b19432ced,天府新区,天府直属部门,1,37.21,26.7,24.5,24.9,24.9,26.2,24.0,24.3,1
63486c2ea4d5a3b766fbd36b31fde8e6e42cda80e9a0e69e45eb3afe2b84964e793e9d84df501f301780105d103ed96ba302f840f7446ac9a6acd4870a11a43c,乐山,井研分公司,1,59.35,53.44,66.4,52.61,69.27,90.76,52.2,56.24,0
813744c5675b35af5b1aa3825297287caf76005d8ffe62fabdd0672160b6be355d72b2d631e9b829cff376b295841e70cddb220a89e1d15d79ceb29cc2d16074,内江,隆昌县分公司,2,112.0,141.7,141.7,141.7,141.7,141.7,141.7,141.7,0
ee81a8f5daafc3dde6be390e0dab1493cb50164ec1e76c7d73b57474209c18c496b37fa7f5c9f2009ee6228383f1acdb29f77f5543a305850e74c565836d046f,自贡,自井分公司,1,18.7,16.55,10.14,9.0,9.0,9.0,9.0,9.0,0
69c8d7de4aabcf5642cf3bed981023dbbb13d3a5e35a1d1cb6f8b4bfdfa2ec060dd62a3b64d0e4d8486499a2b4f7098ae5b6c73b7b0c82e0445357f70ddf31c0,成都,大邑分公司,1,24.6,10.82,21.97,1.0,1.0,1.0,1.0,1.0,0
4b16297252db47188ad50ce1c29285f532c57fb053f053a704a15ae9f78548d68074aace52eb3e291d470c3430ae0af0607cafcd7329db34fbbad056a3aae863,成都,都江堰分公司,1,101.65,86.6,88.2,88.3,86.0,107.44,86.0,86.0,0
d4de6697577fb20dc2bb50be5fcb38287c69ae796840d865e1244b518b10d831f37eb91f2c3a4f88661e4a03f4790bba4e94c4cae87a23df3507f2b87838ed7b,,,0,,,,,,,,,1
26452ce5a11a55075499a179e305ffc50d5d4612d3f4ab10a10bc3410ec5858cf49305dfff788a9738845af37df394f3fb2bb8078076843c14b0c37c68fc0f8a,成都,新津分公司,1,11.0,11.0,11.0,11.0,11.0,11.3,11.0,11.0,0
22c779694193aae665b963a478c09984aed9450b9ded19669f0ccdc5d644002e83d4e43eb0adbda1a5c89e0408a2fc072692de81022d71766d9831f1e92d002a,成都,高新西区分公司,3,99.0,100.0,99.0,99.0,99.0,100.0,100.0,100.0,1
7616de59e0f12ee1a445b5c73acfdf95e36e68a2fb384c61f5fd6b34a38ec6a14f152ae14dec843cbc0c2652b5922615ed8e13ccfb47d561f31ceebb8b50765a,成都,高新西区分公司,1,117.2,117.4,117.1,117.2,117.1,117.2,117.4,117.4,1
7a20bc391ef586720e25f45318c36080e766083d0a162eb35a55af238e707201538285e17c36209a3077b96cd66ad52e113dcbbd45467bc01d5cb73dd092296a,巴中,通江县分公司,2,52.8,53.0,54.2,52.2,53.2,52.7,52.4,52.7,0
20e47c8de16ffc127d4100d20c97720cfcdbbafdc45e9d843ea508c069dde294806e2cfbffa26f65b79645fb260c440a4ca59da71dd9e00c68c1ddce5410cbd2,甘孜,得荣县分公司,1,211.0,211.0,240.61,242.15,211.0,211.0,211.0,211.0,1
faec0f211c194f2ea939ece1e765bcb85f0d8e23e307f9723ab853369fc85123531d15a49f4235aeb844da7355b9bb7ce6ab07630626ff8337ac5369094abb27,成都,成都直属部门,1,20.0,20.0,20.0,20.0,20.0,28.02,20.0,20.0,0
3949310a65aa8baa59cad12f1390e60b9a2c10914d9ec5e6638be5c014f806afeaef4be9222ed6589d84e457f8193b9ddfabc92f9645df6a304658607ddb56cd,广安,华蓥市分公司,2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.24,0
3d7fb7b1881a06c5d75e11445be72d6b88cc77f710014d1e2671a059b88ccaf551118a188da98808008a53d70914bb6b61c0e840149a6fa79fee0b85e191ce0c,内江,东兴区分公司,0,110.9,110.9,111.5,110.9,110.9,110.9,110.9,151.9,1
52ed01517746da2b87630a835973b9cd38e4e6c15135b16841ab4b5289f008d20e6eeb49ff8a0ee1fdffe2098b2147f447e16a3f0f2ba85f065f3ec58963d4a5,乐山,犍为分公司,5,,,,,,1145.48,115.8,15.1,1
a8e75f41522252614c45aaa109338c3516d80c447e05d7e50835fabc68e8b55d695f73852535f508a1172ca75403bd429035716c4bcc3ed03dfcb57beaf784ab,绵阳,涪城分公司,1,39.1,39.1,39.3,39.0,39.0,39.0,39.0,39.0,0
7bc6dec02a68a89c0b78da7065dc662ccc8ea5b16de1a856889446f3121bf80401b0f139e9b47d7d69b2eb092e35e4fd04d702cae72e7d4f532976cc40749a10,成都,高新分公司,1,68.5,98.4,64.1,64.0,64.0,64.0,64.0,64.0,1
3884504ad1502a709d1dc52045013eeb12ec8635468391751e0cc8a06b4a8d7a28988b9181bd31e5fcc86e7cb5ce728a7c4dce223acb3070caebe5b27fc2bc63,泸州,龙马潭分公司,1,1.0,1.0,1.0,1.0,2.52,1.0,1.0,1.0,0
cf3b48d5aa5a3bab2d90cf99aa6748200fdfd2b2554a49d43978bc0998dc044cd5ec54ac97bf96fe32583e0689265bdf3730a492b84ba45fc3477a553618e200,绵阳,高新分公司,2,85.91,86.76,96.55,113.21,83.63,80.7,80.7,80.7,0
07327adb0883d0472687d9d0c92ba240e881f4392ab8f79be10238c62754be1f0fe44c210450e2827fd016e5b0858b8f1de8b6de4c1b3919b0010754dd9da147,成都,锦江分公司,1,,,,80.49,,,,,1
ddca2b735351f62c5e107ad09ffe8cdc5a635cba8f20832c173b15dd966994d30a83b377de4de439319afe93d7ec6bd430718b8570a36cb049d78bd6f0031c1d,绵阳,平武分公司,1,1.43,3.16,3.43,2.7,2.08,2.23,1.0,1.62,0
369c32348cfafcc4d62900c696216542ec6d1edc07d886b8234c2fbf5007ce61eea2cc500104d2a974b2d9b1286f2e29a3024ed32adda89c8e4d5d3ecda4a4a7,成都,金牛分公司,2,18.76,13.16,41.44,11.0,11.0,11.0,11.0,23.13,0
188bebe81100a1754eca868ffa55a9404b302ed560de7a2b22110acc5099dbc3b384cc7543a853bd0b46bfcf4e36f3dbc805358cfb99e7afd06e71ee5080aa47,遂宁,安居分公司,2,58.0,58.0,58.1,58.0,59.1,154.0,79.0,79.0,0
31f3c2ba378b717ca7f289bab7bee25fc3df0ad54d51fa033901afe52dd7a3e5bdc1454dc8b5b93f4886de45b8e4baad61cbacd790d104066893e8f2418fe98d,成都,郫都分公司,3,,,,146.02,,,,,1
7dcb54aa674e49c1fc0155021572dc60572f929d93ea1ac256f32393a40b0749c3e3916c779799031b0ea1db3b7b056fa7ec78b816edd48fc6b06c3aafb482d0,成都,彭州分公司,2,4.4,4.1,5.9,4.5,4.2,4.0,4.2,4.6,0
20f50f63554dbf629cc1efc21440b103d6bd43d0c44386802cdecfc4dfd73d9911da82da38ce0077e57a8984ff3bdf7be9580af931a5db821cbfcab3763410bb,天府新区,天府直属部门,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,1
97b79951cde6005cbd2262fe13898602d47da0b407322ec7b2392e8bf4296b76b244250a731b4e08051b2998d1d0649cac2d730da9ad8992df53c6311e0c55e6,天府新区,天府直属部门,1,,,,402.29,340.84,,,,1
4cbd1621832c80310e126794915a4981cb2ba3a4a517f5ed907250314208e7fa287c6b3f59417c61fe69c5df3b54fd80d61352310af980ca8c1120f0a166a90d,南充,阆中分公司,3,153.45,154.8,184.55,185.15,184.9,183.25,183.15,184.4,0
b0885c00ec74adf826457565a1dbd3ff7014dc9c61894e0c9a63882a98150cb22fe11f0c413d7c494bd4edf0692d6b96f4788412f46416d2929cdf6ecf407084,凉山,宁南县分公司,1,13.08,21.37,28.0,28.0,28.0,28.0,28.0,28.0,0
10fdfcb228f93810cc2622c91c9143a66b8f64341fce949bb4c2c38442569dc6650294e2863aa6af943654b1e74b75331cd1083438be7f4b554bd1340ff2b0b9,成都,崇州分公司,2,62.4,50.2,50.8,49.8,49.9,50.1,49.9,49.7,0
1cd7d587b1e184df4aaa80e6e17acaa6c0c06223741240f93edbe4144189ee4ab88b323c7bb1db704e9de7130b4b195435e9bd7522ed00fafa7015c1b1e2c70c,自贡,富顺县分公司,4,,,,,,43.6,50.1,50.0,0
2fdf01df2e4d941f4e3b15a7e422672dbbc7ff88d693a21f238c73e0784f8d4543f8d74cc1ad66a7ba8323ce25297e6120e2e79face84bb786d4d76253b991ea,成都,大邑分公司,2,54.85,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0
1a5507ab1a2f3ac82cf6787aff637f1fda2e09cf40ee03f4342a47ecb9a7717a2915c7846aaad1d89079619afe410dfe64e2e2004c702f625ed5a1e4bb06941c,,,1,,,,,,,,,1
92eb11c35c97a9413eb5a11270d55098a646e428fb25e9082cd93ce16e9ba92fbe369b09a4aa02931a66556c6e3a7d0ebc2fdb35d2c2fc24fb7a8aa77037b764,,,1,1.2,6.1,19.5,1.0,1.0,1.0,1.0,1.0,1
dbacd3474426942eb723dbbe0dec1c6e4313097fcfd8e073dd394f076b5cf1d2e5b1365203e1bb1a9195f2f2dcfeda8dce0d6e04359e36ea58c980eae6adbd47,绵阳,北川分公司,1,,,,,,,,4.8,0
97ccb9eaf3a86c8ab154297f84a7c7220e20ee7174029013939f95a78c630769b0a4c596e87ccdbff54fb62d536253222a79e331d83957d78e6912bd1bef8c09,,,3,,,,,,,,,1
0a6b79882d208d8db673dae60ad9c428780af7338d57616c0033e18b032151a568befa51fcd1b59868a9f0e1e3ad677a1d1d4954c0f2545184c529734e093be5,达州,大竹县分公司,1,59.96,71.64,50.74,86.27,89.88,59.29,57.96,31.9,0
09972150b39bd96fe52d355584a0dd728f80f1628596a9028b52532d2604c89afdd7ac81a6fda7c249a5ffe7727e670dc4d2f1268164b53f43f9e0e6e4eb4e20,攀枝花,东区分公司,1,22.1,24.75,21.0,28.5,80.94,34.4,51.05,28.44,0
48d74b2f10a97179f4f8fee6949146b40df9034263cade029b4a5b6ee82c93dba7c760a556d50c45083e2e6cabf1f77332fca3cf86c413f8e3145894f48b5ecb,自贡,自井分公司,1,35.64,36.99,59.03,36.99,49.2,49.5,49.58,50.0,0
a7639e5c6e3425873d7a2685140670d138089ef59a1d4ed2088d5cb2d50f95573b8019ecf2d9cd5d1e98e06178be3a97fd2a9bc5741afae1528da6b68a254d16,天府新区,直管区,3,,,,,,,5.85,127.59,0
6b118216f556700ddfa2af4367d43d533ec0af3e427276250d7351671197d4b4d58db8e19e954df7da40d24bafc9e5bcc8355c13432267623e2f6d2c202b4ae9,眉山,东坡区分公司,1,22.0,22.0,22.0,26.75,22.0,24.09,22.0,35.87,0
2e015e35b6a2db3cb90df2700fc1b902b1f88fdac12b133c730eb9c91ab1663ce688ec5cc718d6a20ba5d1e848a0d3498448a3044fec52151fb0b9dd6f28e858,成都,成都直属部门,1,4.94,6.59,20.56,4.12,33.36,18.31,4.2,4.34,0
400ba5fec1f262202d704055741661f20f3103465363385b15cff7f119327a334ed3f9a9514c85cb54b17d16c90e13751b65bf3894bd1446020a9a0f7308911b,成都,成都直属部门,2,89.0,89.0,89.0,89.0,96.33,99.78,96.42,100.72,0
269a1b7b6738141212ad425d51b275c20ec44ece166b34426af18b56e3be3e495ea6cc5688eeb6d05380ad25ec860c307d2ec82a52e5d48fb568316a2f569241,成都,成都直属部门,3,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0
9a70a4b074448ae735a43e2f1e9b08cc7882896d1dd3b0fc8fa105d19bf6bcf4ec5c35839085dd5a53ad8a79bcb2686cbf67cc812a8f64ec84e1db9c3c756fa8,成都,青白江分公司,3,73.1,73.0,73.0,73.0,73.1,53.0,53.3,53.0,0
6cd3d5f46c7f3f5cb5fad711f8f7d26e1e2fc4c0b6c230e0c0b959803d41430214ffe6e42290305b9fe687ce8f4d87333d909f4e8157359a1636108ae44f7148,广元,朝天区分公司,3,,,,,,,5.73,27.0,0
99b0dbec0215d4ca8d738cc1e245aa142e2c63e72961e3a40403db5f6eec82523f9a89bcf87b6f8c238c8af875cf8fe8f7b8730272a69deac7cc7aa4848e9dc1,成都,金牛分公司,4,184.97,181.49,179.68,197.94,180.66,188.25,179.38,220.19,1
56df7c0d23cb894ad7617bf3a70de4f247ce2c48c8d28831bdb01427df0f1f31071582f4d08838935d8048f2be7a8efe84132382f261373e00fb1583a7affaf5,,,1,,,,,,,,,1
b8f052b03d5c0b67ef787f9824f93c0929dd83a5e221058618ae4c76464b8022278878041c816577cd9ecd042ab2276567977d434587c4cb5052683286c8e8ce,自贡,沿滩分公司,2,35.11,22.19,28.08,34.46,30.85,38.64,28.38,28.0,0
28b29511628ae07f9025aba7c8b2902fdd83e59858cc92020819c2714fb4ca6fee3d3f0e13b86e5e255ee072920cf2d716d86527e3e28c8f097725bc15870bea,凉山,甘洛县分公司,3,,1.0,19.1,19.0,19.0,19.0,19.0,27.1,0
60e0f790a103a1ce7586093cd8b3a5bc73eb19a25bdd56f7edc3f985aca4ee08ff3b899232af85fedabd3ae438dd4707938eca568e036bead02636c14d060c4d,南充,嘉陵分公司,4,57.26,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
f5327d1711f9c99953fa90d8eb8e53626fd52fc560711e9afa376b2cb4f28670b31308080044be5ebf3e258d1618567fa65109b06e52e378acc3ab2f2659d0b9,达州,万源市分公司,1,19.44,61.97,89.5,106.96,118.97,72.0,39.0,29.0,0
82caecfc463cd40a7bfca80ffae45151d681f992d0366027765fd5277562d286d4a87d765d06de6513dda257e2c9fd2cdb6da36ac21dfe94eb1326fe14e624c8,南充,蓬安分公司,2,10.0,10.1,10.1,10.0,10.0,10.4,10.2,10.2,0
